1 Andaman&NicobarIslands 1
2 AndhraPradesh 156 95 49976 13763 63739 671 11 3 346 172 518 173
3 ArunachalPradesh 3 2 592 198 790 395
4 Assam 16 12 4454 1070 5524 460 1 1 75 63 138 138
5 Bihar 29 26 13561 1873 15434 594 4 4 189 105 294 74
6 Chandigarh 3 3 1286 783 2069 690 1
7 Chhatisgarh 1 1 34 8 42 42 10 3 139 61 200 67
8 Dadra&NagarHaveli
9 Daman&Diu
10 Delhi 35 14 11979 1092 13071 934 21 8 1623 974 2597 325
11 Goa 8 8 5778 412 6190 774 1 1 436 208 644 644
12 Gujarat 1 1 346 2 348 348 18 9 1465 593 2058 229
13 Haryana 204 89 42255 6860 49115 552 21 6 487 116 603 101
14 HimachalPradesh 41 33 7556 1968 9524 289 1
15 JammuandKashmir 36 27 6322 1538 7860 291
16 Jharkhand 32 21 12203 2007 14210 677 8 5 1410 551 1961 392
17 Karnataka 314 297 114138 36267 150405 506 26 13 1808 1209 3017 232
18 Kerala 79 69 32712 12250 44962 652 8 4 361 276 637 159
19 Lakshadweep
20 MadhyaPradesh 103 34 14567 4400 18967 558 19 7 210 102 312 45
21 Maharashtra 1091 527 192656 73178 265834 504 75 36 6636 3737 10373 288
22 Manipur 1
23 Meghalaya 3 2 262 90 352 176
24 Mizoram 2 2 177 208 385 193
25 Nagaland 4 4 658 150 808 202
26 Odisha 143 120 66684 9724 76408 637 11 5 279 136 415 83
27 Puducherry 10 9 3483 907 4390 488
28 Punjab 173 144 76929 12520 89449 621 2
29 Rajasthan 199 179 55029 5125 60154 336 19 5 354 215 569 114
30 Sikkim 2 2 629 189 818 409
31 TamilNadu 476 476 316474 29799 346273 727 10 2 61 32 93 47
32 Telangana 107 58 33147 11881 45028 776 25 5 658 458 1116 223
33 Tripura 3
34 UttarPradesh 370 219 108250 18948 127198 581 128 39 5466 3076 8542 219
35 Uttrakhand 103 100 18380 5054 23434 234 3 1 90 39 129 129
36 WestBengal 118 116 64029 8787 72816 628 12 10 2227 844 3071 307

