,Country,index,gdppc,Nrrent,TIME,pop,life_exp,muslim,female_uni,female_over_male,IQ,SelfEfficacy,SelfConcept,math_anxiety,equality_index,f_STEM,loggdppc,hy_f_STEM
20,Croatia,123,19545.30894,0.7,2005.0,4378.056,0.1333818023341867,1.3,58.788619999999995,0.342696216389741,90.0,0.34,0.25,0.14,-0.015167614999999999,32.834559999999996,9.880490584702285,25.522989653697472
21,Croatia,124,20489.80108,0.7,2006.0,4368.518,0.13103597146675372,1.3,58.64069,0.38161311133639914,90.0,0.34,0.25,0.14,-0.015167614999999999,35.1098,9.927682533035505,27.620837425845973
22,Croatia,125,21564.45429,0.7,2007.0,4357.1140000000005,0.12773891158229964,1.3,57.73349,0.34245493682657047,90.0,0.34,0.25,0.14,-0.015167614999999999,31.86957,9.978801603405858,25.509603893006627
23,Croatia,126,22014.65575,0.7,2008.0,4344.151,0.12404057777917941,1.3,58.41562,0.3555902034097654,90.0,0.34,0.25,0.14,-0.015167614999999999,33.31177,9.999463681001957,26.23139371436415
24,Croatia,127,20414.1382,0.7,2009.0,4330.399,0.12066047493545053,1.3,58.39144,0.36802526270556346,90.0,0.34,0.25,0.14,-0.015167614999999999,34.057320000000004,9.923982988804347,26.90193468925527
25,Croatia,128,20118.15697,0.7,2010.0,4316.425,0.11798305310528967,1.3,60.37967,0.39584754160337166,90.0,0.34,0.25,0.14,-0.015167614999999999,37.62688,9.909378018129297,28.358938193828276
26,Croatia,130,20313.48265,0.7,2012.0,4287.015,0.11461214854624954,1.3,59.27675,0.3642268087158542,90.0,0.34,0.25,0.14,-0.015167614999999999,34.64771,9.919040114517367,26.69840574813954
27,Croatia,132,20162.7389,0.7,2014.0,4255.853,0.11292988738097863,1.3,59.75676,0.38506474552955156,90.0,0.34,0.25,0.14,-0.015167614999999999,36.3778,9.911591571092345,27.801209060615417
28,Croatia,133,20663.929490000002,0.7,2015.0,4240.317,0.11197417551565131,1.3,59.55069,0.3693461978182781,90.0,0.34,0.25,0.14,-0.015167614999999999,35.22319,9.936144922555375,26.972448487222728
29,France,135,34896.38845,0.0,2000.0,59387.183,0.1280962762621692,7.5,55.40765,0.352686132048777,98.0,0.45,0.45,0.49,-0.0033791760000000007,30.46987,10.46013862002778,26.07302046592279
30,France,137,35456.67634,0.0,2002.0,60075.782999999996,0.12786178750262814,7.5,55.51728000000001,0.34226978480810216,98.0,0.45,0.45,0.49,-0.0033791760000000007,29.931490000000004,10.476066845398847,25.49932872526329
31,France,138,35494.78286,0.0,2003.0,60464.857,0.12826918618198335,7.5,56.55203,0.33825599855586924,98.0,0.45,0.45,0.49,-0.0033791760000000007,30.56883,10.47714100297344,25.275881365066624
32,France,139,36216.16702,0.0,2004.0,60858.654,0.12853795616314484,7.5,55.91874,0.31888450679517893,98.0,0.45,0.45,0.49,-0.0033791760000000007,28.787440000000004,10.497260900878961,24.178349594086278
33,France,141,37129.68413,0.0,2006.0,61609.990999999995,0.12785221799496774,7.5,55.08246,0.32447736277726674,98.0,0.45,0.45,0.49,-0.0033791760000000007,28.460959999999996,10.522172039997853,24.498520842732827
34,France,142,37772.07657,0.0,2007.0,61966.193,0.12685158825232334,7.5,55.22589,0.32496815098872406,98.0,0.45,0.45,0.49,-0.0033791760000000007,28.61366,10.539325393543884,24.526487730759772
35,France,143,37634.92905,0.0,2008.0,62309.529,0.12558109691376418,7.5,54.854169999999996,0.33550202976236543,98.0,0.45,0.45,0.49,-0.0033791760000000007,28.95497,10.535687862253623,25.121791078225726
36,France,144,36340.508689999995,0.0,2009.0,62640.901,0.12427008353535657,7.5,55.21742,0.34087383940630306,98.0,0.45,0.45,0.49,-0.0033791760000000007,29.623509999999996,10.500688339925938,25.4217682073081
37,France,147,37344.5371,0.0,2012.0,63561.797999999995,0.1194264202532471,7.5,56.24827,0.3375223192039414,98.0,0.45,0.45,0.49,-0.0033791760000000007,30.32746,10.527941917480714,25.23489248424848
38,France,148,37381.92686,0.0,2013.0,63844.529,0.11781615618152652,7.5,56.11928,0.348186591494375,98.0,0.45,0.45,0.49,-0.0033791760000000007,30.8101,10.528942627567577,25.826290937104886
39,France,149,37451.376789999995,0.0,2014.0,64121.249,0.1165498663321421,7.5,55.88346,0.34754630406804315,98.0,0.45,0.45,0.49,-0.0033791760000000007,30.56737,10.530798751687499,25.79104725521136
40,France,150,37774.99918,0.0,2015.0,64395.345,0.1157795179139113,7.5,56.032030000000006,0.35637213026148246,98.0,0.45,0.45,0.49,-0.0033791760000000007,31.23152,10.539402765433461,26.273920136709147
41,Colombia,154,8415.75871,3.6,2002.0,41572.492999999995,0.19543444267342833,0.2,56.59311999999999,0.446307187843013,84.0,0.21,0.28,0.19,-0.08615042200000003,36.78437,9.037861264176755,30.858395200858027
42,Colombia,163,11496.52725,3.6,2011.0,46406.445999999996,0.18136139966417597,0.2,54.49123,0.4472241417764469,84.0,0.21,0.28,0.19,-0.08615042200000003,34.87449,9.349800290485856,30.902202973720833
43,Colombia,164,11840.35585,3.6,2012.0,46881.018,0.17892533818271608,0.2,53.98986,0.44501364498724766,84.0,0.21,0.28,0.19,-0.08615042200000003,34.30534,9.379268962885005,30.796501232427804
44,Colombia,166,12715.143240000001,3.6,2014.0,47791.393,0.17385115767602757,0.2,55.74168,0.41295331172762356,84.0,0.21,0.28,0.19,-0.08615042200000003,34.21483,9.450548943227291,29.226253146517905
45,Colombia,167,12988.33879,3.6,2015.0,48228.704000000005,0.17143297070557814,0.2,55.163869999999996,0.40247626911228285,84.0,0.21,0.28,0.19,-0.08615042200000003,33.11861,9.471807217730085,28.697545760759
46,Azerbaijan,194,14364.994230000002,36.1,2008.0,8868.713,0.2115722991599796,93.4,53.46776,0.5916858063288764,87.0,,,,-0.24031927400000008,40.47177,9.572549569742582,37.17353035229752
47,Azerbaijan,195,15393.89329,36.1,2009.0,8980.488000000001,0.2099738900603174,93.4,53.864169999999994,0.5754340931663012,87.0,,,,-0.24031927400000008,40.185190000000006,9.64172617014871,36.52543103277625
48,Azerbaijan,196,15950.257459999999,36.1,2010.0,9099.893,0.20643869109230184,93.4,53.822669999999995,0.6411983391618032,87.0,,,,-0.24031927400000008,42.77073,9.677230249775505,39.06891226134665
49,Azerbaijan,197,15754.15236,36.1,2011.0,9227.511999999999,0.20053737128708152,93.4,53.04045,0.6821577145772947,87.0,,,,-0.24031927400000008,43.51852,9.664859251411121,40.55254205154672
50,Azerbaijan,198,15888.218,36.1,2012.0,9361.476999999999,0.19276584239858732,93.4,52.10256,0.6697321477481807,87.0,,,,-0.24031927400000008,42.14737,9.673333107238152,40.11015471262196
51,Azerbaijan,201,16698.863680000002,36.1,2015.0,9753.968,0.16559291562162187,93.4,54.92805,0.41214684071826924,87.0,,,,-0.24031927400000008,33.4342,9.723095952976037,29.185834562971962
52,Bosnia and Herzegovina,236,10118.77042,1.0,2015.0,3810.4159999999997,0.11735778980562753,40.0,59.6095,0.5021148228936774,90.0,,,,-0.033264534000000005,42.56293,9.222147435459734,33.42719313070903
53,Hungary,237,17090.5216,0.3,1999.0,10253.11,0.1515768386372525,0.6,57.72871,0.2498018309413898,98.0,0.25,0.32,0.23,-0.0786600125,25.43698,9.746279296416269,19.98731516925617
54,Hungary,238,17855.04335,0.3,2000.0,10224.113000000001,0.14855401148246306,0.6,55.272780000000004,0.26719772585805784,98.0,0.25,0.32,0.23,-0.0786600125,24.82314,9.790041287916948,21.085716964740463
55,Hungary,239,18571.46101,0.3,2001.0,10195.978000000001,0.14512604872234916,0.6,61.41979,0.27335157030828133,98.0,0.25,0.32,0.23,-0.0786600125,30.32218,9.829381327073188,21.467093352867366
56,Hungary,240,19463.08835,0.3,2002.0,10168.101,0.14082078846384394,0.6,60.46135,0.2826456484360888,98.0,0.25,0.32,0.23,-0.0786600125,30.17799,9.87627504561469,22.03614449405528
57,Hungary,241,20266.05181,0.3,2003.0,10141.471,0.1362180101880684,0.6,62.155730000000005,0.24883130397454778,98.0,0.25,0.32,0.23,-0.0786600125,29.0117,9.916702440503563,19.925133457386423
58,Hungary,242,21327.62209,0.3,2004.0,10117.213,0.13213648857644886,0.6,63.53313000000001,0.24070819663943713,98.0,0.25,0.32,0.23,-0.0786600125,30.927020000000002,9.967758323300517,19.40087099379335
59,Hungary,243,22306.70836,0.3,2005.0,10095.964,0.12905998872420701,0.6,64.4661,0.2707209725153428,98.0,0.25,0.32,0.23,-0.0786600125,33.247279999999996,10.012642735528333,21.304517543254292
60,Hungary,244,23202.90095,0.3,2006.0,10078.461,0.1271845969339962,0.6,65.65401999999999,0.23307725625351305,98.0,0.25,0.32,0.23,-0.0786600125,30.821640000000002,10.052032590785709,18.90208055265548
61,Hungary,246,23591.90493,0.3,2008.0,10050.699,0.12626017354613842,0.6,66.75878,0.19726726120516197,98.0,0.25,0.32,0.23,-0.0786600125,28.60722,10.068658920731144,16.47645998493218
62,Hungary,247,22077.59224,0.3,2009.0,10034.951,0.12583808331500573,0.6,65.77805,0.2393385178362236,98.0,0.25,0.32,0.23,-0.0786600125,31.79382,10.002318447343516,19.311795315947066
63,Hungary,248,22277.3723,0.3,2010.0,10014.633,0.12463482186516471,0.6,64.50013,0.2719791014992594,98.0,0.25,0.32,0.23,-0.0786600125,33.19399,10.011326747229395,21.38235613923864
64,Hungary,249,22729.18447,0.3,2011.0,9988.846,0.12275882519362098,0.6,63.798869999999994,0.24104287941955485,98.0,0.25,0.32,0.23,-0.0786600125,29.90142,10.031405037188403,19.42260685886151
65,Hungary,250,22480.746219999997,0.3,2012.0,9958.334,0.12037585805015175,0.6,63.95154,0.2446529246094393,98.0,0.25,0.32,0.23,-0.0786600125,30.312520000000003,10.020414498296548,19.65631701594315
66,Hungary,251,23019.99931,0.3,2013.0,9924.507,0.11761642165197729,0.6,63.9322,0.24605378042978027,98.0,0.25,0.32,0.23,-0.0786600125,30.369090000000003,10.044118652301938,19.746642102792155
67,Hungary,252,24016.30038,0.3,2014.0,9889.54,0.11476903880261365,0.6,62.58331999999999,0.26872510417623535,98.0,0.25,0.32,0.23,-0.0786600125,31.0093,10.086488061290028,21.180719392378904
68,Hungary,253,24831.34606,0.3,2015.0,9855.023000000001,0.1120505756303156,0.6,60.97832,0.29693436401385515,98.0,0.25,0.32,0.23,-0.0786600125,31.694570000000002,10.119862088067885,22.895095715937327
69,Czechia,254,20210.1414,0.1,1999.0,10280.525,0.15868090394216247,0.0,53.958659999999995,0.2950067510158446,98.0,0.46,0.27,0.22,-0.028339302,25.691229999999997,9.913939806909559,22.7803253368704
70,Czechia,255,21137.18098,0.1,2000.0,10263.01,0.15435023448286614,0.0,55.49041,0.3021460223508456,98.0,0.46,0.27,0.22,-0.028339302,27.36187,9.958788900485017,23.20369737069599
71,Czechia,256,21864.18046,0.1,2001.0,10244.261,0.14999451888232834,0.0,55.27745,0.3074504828207572,98.0,0.46,0.27,0.22,-0.028339302,27.53683,9.9926049813243,23.51526783312272
72,Czechia,257,22267.18486,0.1,2002.0,10225.198,0.14499699663517515,0.0,56.52254,0.3119288441554988,98.0,0.46,0.27,0.22,-0.028339302,28.851979999999998,10.010869342741524,23.776353843053922
73,Czechia,258,23075.81729,0.1,2003.0,10211.846,0.13987735420216874,0.0,55.176140000000004,0.34063300475647773,98.0,0.46,0.27,0.22,-0.028339302,29.54293,10.046540477595391,25.408370788122788
74,Czechia,259,24210.11382,0.1,2004.0,10212.088,0.13529955871903965,0.0,58.01696999999999,0.30741280196874915,98.0,0.46,0.27,0.22,-0.028339302,29.815620000000003,10.094525751284126,23.513063472059926
75,Czechia,260,25734.17118,0.1,2005.0,10230.877,0.13161462111214903,0.0,56.51803,0.28910649044123793,98.0,0.46,0.27,0.22,-0.028339302,27.77197,10.155575005623021,22.42688967784826
76,Czechia,262,28777.63933,0.1,2007.0,10330.487,0.12849636227217556,0.0,57.08043000000001,0.3317964883996122,98.0,0.46,0.27,0.22,-0.028339302,30.661640000000002,10.267353952407243,24.913452715161014
77,Czechia,263,29313.646189999996,0.1,2008.0,10397.984,0.12765214872421424,0.0,58.07362,0.3227394572856829,98.0,0.46,0.27,0.22,-0.028339302,30.916999999999998,10.285808426854858,24.399321839839708
78,Czechia,264,27735.87195,0.1,2009.0,10460.021999999999,0.12611359708421266,0.0,60.09854,0.31329943423272755,98.0,0.46,0.27,0.22,-0.028339302,32.09558,10.23048187061062,23.855902627093364
79,Czechia,265,28289.889,0.1,2010.0,10506.617,0.12339328634516707,0.0,60.14111,0.2944510556681494,98.0,0.46,0.27,0.22,-0.028339302,30.761470000000003,10.250259740639983,22.74717567565073
80,Czechia,266,28797.417960000002,0.1,2011.0,10533.985,0.11941055545455968,0.0,62.203359999999996,0.30353307674447905,98.0,0.46,0.27,0.22,-0.028339302,33.312709999999996,10.268041007938196,23.285414245301745
81,Czechia,267,28527.138730000002,0.1,2012.0,10545.161,0.11482366177244709,0.0,62.18905,0.3090593616909406,98.0,0.46,0.27,0.22,-0.028339302,33.70113,10.25861114930787,23.609270193195965
82,Czechia,268,28379.74612,0.1,2013.0,10545.313999999998,0.10987923166631171,0.0,61.765,0.31704662497212704,98.0,0.46,0.27,0.22,-0.028339302,33.86935,10.253431004937585,24.07254374755615
83,Czechia,269,29119.61661,0.1,2014.0,10542.666000000001,0.10504420798306614,0.0,60.130309999999994,0.3433429409255676,98.0,0.46,0.27,0.22,-0.028339302,34.11605,10.279167336358567,25.558845062229846
84,Czechia,270,30380.59073,0.1,2015.0,10543.186000000002,0.10068503012277313,0.0,60.524469999999994,0.343944619571793,98.0,0.46,0.27,0.22,-0.028339302,34.526740000000004,10.321559220661179,25.592172070407223
85,Iceland,387,32502.56583,0.0,1999.0,278.376,0.1532459694801276,0.1,62.453990000000005,0.3295619150286147,101.0,0.36,0.29,0.28,-0.011727405,35.408559999999994,10.389074313816936,24.78725596028538
86,Iceland,388,33575.00091,0.0,2000.0,281.214,0.15230749535940602,0.1,64.41821,0.33698779616349633,101.0,0.36,0.29,0.28,-0.011727405,37.891740000000006,10.421537048494937,25.205001655997695
87,Iceland,389,34378.26562,0.0,2001.0,284.03700000000003,0.15102609871249165,0.1,62.149080000000005,0.3370151213460045,101.0,0.36,0.29,0.28,-0.011727405,35.62341,10.445179830311217,25.206530275194158
88,Iceland,390,34227.24364,0.0,2002.0,286.865,0.1495965000958639,0.1,61.45786,0.31356535141270825,101.0,0.36,0.29,0.28,-0.011727405,33.33333,10.440777203595996,23.871317180791664
89,Iceland,391,34923.01443,0.0,2003.0,289.824,0.14823134039969085,0.1,64.26868,0.3105027989438613,101.0,0.36,0.29,0.28,-0.011727405,35.83535,10.460901330111009,23.693409826678476
90,Iceland,392,37463.44747,0.0,2004.0,293.084,0.1471523522266654,0.1,66.56096,0.312444921242173,101.0,0.36,0.29,0.28,-0.011727405,38.44492,10.531121002462926,23.80632635969647
91,Iceland,393,39072.998810000005,0.0,2005.0,296.745,0.14643549175217777,0.1,67.57035,0.2876773203316808,101.0,0.36,0.29,0.28,-0.011727405,37.41339,10.573186939902696,22.340792665167132
92,Iceland,394,39771.89524,0.0,2006.0,300.887,0.14742079252343904,0.1,67.17692,0.3200121187063993,101.0,0.36,0.29,0.28,-0.011727405,39.55375,10.590915792082615,24.243119754082898
93,Iceland,395,42459.44026,0.0,2007.0,305.415,0.14815906225954847,0.1,67.46682,0.2518792494466799,101.0,0.36,0.29,0.28,-0.011727405,34.27948,10.65630455241011,20.120091419201042
94,Iceland,396,42293.48665,0.0,2008.0,310.033,0.14842936074546903,0.1,66.17039,0.27682537621018494,101.0,0.36,0.29,0.28,-0.011727405,35.08065,10.652388373272808,21.68075457834692
95,Iceland,397,40176.3233,0.0,2009.0,314.336,0.1480899419729207,0.1,65.91304000000001,0.3073449772568236,101.0,0.36,0.29,0.28,-0.011727405,37.27811,10.60103312845778,23.509095350006206
96,Iceland,398,38790.308560000005,0.0,2010.0,318.04200000000003,0.14715666484300813,0.1,66.72351,0.38472144300610006,101.0,0.36,0.29,0.28,-0.011727405,43.56589,10.565925715029856,27.783309412101392
97,Armenia,432,6507.9144,3.5,2010.0,2963.4959999999996,0.1855754149828446,2.0,61.47934,0.38462251413140497,94.0,,,,-0.23602768600000001,38.036809999999996,8.780774315210017,27.77814965493932
98,Eritrea,438,1714.9877399999998,19.2,1999.0,3429.656,0.21974390434492558,50.0,12.27217,0.7427031117262177,85.0,,,,-0.28338172500000003,9.411760000000001,7.447161210886441,42.61787947291494
99,Eritrea,439,1611.53061,19.2,2000.0,3535.156,0.22600530217054068,50.0,15.904570000000001,0.46530011688338935,85.0,,,,-0.28338172500000003,8.088239999999999,7.384939695800506,31.754594947624554
100,Eritrea,441,1684.56305,19.2,2002.0,3788.532,0.23803230380527338,50.0,15.49815,0.17974885500025167,85.0,,,,-0.28338172500000003,3.19149,7.429261491650445,15.236196605608345
101,Eritrea,442,1581.44099,19.2,2003.0,3928.408,0.24195195611046513,50.0,12.23214,0.6912970835916022,85.0,,,,-0.28338172500000003,8.78788,7.366091729371731,40.873782039733584
102,Eritrea,443,1550.5043699999999,19.2,2004.0,4064.958,0.24397816656408258,50.0,14.354070000000002,0.5176560131469314,85.0,,,,-0.28338172500000003,7.98319,7.346335556982194,34.10891589811233
103,Denmark,451,41034.53419,0.5,1999.0,5319.41,0.1176367303892725,3.0,56.28382,0.3438137038397434,98.0,0.48,0.57,0.51,-0.011796155,30.68331,10.6221692884702,25.584923182234864
104,Denmark,452,42430.000680000005,0.5,2000.0,5338.283,0.1146123201036738,3.0,58.515130000000006,0.3380688232284686,98.0,0.48,0.57,0.51,-0.011796155,32.2884,10.655610954222768,25.265428605741086
105,Denmark,453,42626.25528,0.5,2001.0,5354.704000000001,0.11249660111931488,3.0,56.31904,0.31282171570472667,98.0,0.48,0.57,0.51,-0.011796155,28.7409,10.660225663536357,23.82819479313709
106,Denmark,454,42688.41867,0.5,2002.0,5369.058000000001,0.1109784993941209,3.0,56.53556999999999,0.30835812080213326,98.0,0.48,0.57,0.51,-0.011796155,28.62705,10.661682936901489,23.568327042834714
107,Denmark,455,42738.53097,0.5,2003.0,5382.953,0.11013100058648106,3.0,57.99892,0.31665532574328714,98.0,0.48,0.57,0.51,-0.011796155,30.423470000000002,10.662856156967504,24.04997872655296
108,Denmark,456,43753.16135,0.5,2004.0,5398.645,0.11005335598099152,3.0,58.79168000000001,0.3348124990230253,98.0,0.48,0.57,0.51,-0.011796155,32.32612,10.686319148603745,25.08311086898579
109,Denmark,457,44696.13935,0.5,2005.0,5417.691999999999,0.11075620393333548,3.0,58.94696999999999,0.35877564731262324,98.0,0.48,0.57,0.51,-0.011796155,34.000209999999996,10.70764240886278,26.404333049551425
110,Denmark,458,46240.91819,0.5,2006.0,5440.696,0.11290320209032079,3.0,57.990280000000006,0.3766207108650762,98.0,0.48,0.57,0.51,-0.011796155,34.20565,10.741620360199283,27.35834989932744
111,Denmark,459,46415.84084,0.5,2007.0,5466.988,0.1156620427921188,3.0,57.37379,0.41824142306476086,98.0,0.48,0.57,0.51,-0.011796155,36.01812,10.745396077365303,29.49014295189309
112,Denmark,460,45812.63224,0.5,2008.0,5495.302,0.11861167957648189,3.0,57.810430000000004,0.4187838502110173,98.0,0.48,0.57,0.51,-0.011796155,36.46113,10.732315145173272,29.517100166366504
113,Denmark,461,43249.67461,0.5,2009.0,5523.755,0.12126189521439673,3.0,58.35334,0.41112828438948995,98.0,0.48,0.57,0.51,-0.011796155,36.55037,10.674744988863516,29.134720700985763
114,Denmark,462,43757.73635,0.5,2010.0,5550.959,0.12331707007744068,3.0,58.26869,0.41463483382643396,98.0,0.48,0.57,0.51,-0.011796155,36.66667,10.68642370701017,29.310379181381503
115,Denmark,463,44080.01956,0.5,2011.0,5576.576999999999,0.12554726671935132,3.0,57.87433000000001,0.4445375556238817,98.0,0.48,0.57,0.51,-0.011796155,37.91624,10.693761887565355,30.773693206743264
116,Denmark,464,43882.27136,0.5,2012.0,5600.972,0.12767926709863933,3.0,57.6457,0.4376167474065553,98.0,0.48,0.57,0.51,-0.011796155,37.328109999999995,10.689265676039481,30.440431929859685
117,Denmark,465,43593.17557,0.5,2013.0,5624.293000000001,0.12946925062403397,3.0,57.491690000000006,0.4041865304164539,98.0,0.48,0.57,0.51,-0.011796155,35.34432,10.682655893462172,28.784390226032162
118,Denmark,466,43920.01695,0.5,2014.0,5646.899,0.1306763234121949,3.0,58.309369999999994,0.40366189562119215,98.0,0.48,0.57,0.51,-0.011796155,36.08466,10.690125462112299,28.75777257190209
119,Denmark,467,44041.73487,0.5,2015.0,5669.081,0.13112160507143925,3.0,57.64094,0.3489984613753643,98.0,0.48,0.57,0.51,-0.011796155,32.1991,10.692892983112502,25.8709310179305
120,Chile,492,17796.76913,16.0,2006.0,16279.728000000001,0.16630425274918598,0.02,51.42002,0.3471090879350972,90.0,0.32,0.43,0.31,-0.15039072333333334,26.86859,9.786772210254762,25.76696208524285
121,Chile,493,18507.22085,16.0,2007.0,16462.701,0.16650341884967718,0.02,52.80791,0.2762938394745651,90.0,0.32,0.43,0.31,-0.15039072333333334,23.615879999999997,9.825916251129074,21.64813704564397
122,Chile,494,18906.12706,16.0,2008.0,16645.94,0.16629574538896574,0.02,54.00195,0.2518627188678244,90.0,0.32,0.43,0.31,-0.15039072333333334,22.82094,9.84724133158054,20.11903662213116
123,Chile,495,18505.60281,16.0,2009.0,16829.957,0.165563702866264,0.02,55.041630000000005,0.22162477853628595,90.0,0.32,0.43,0.31,-0.15039072333333334,21.34225,9.825828819809816,18.141804458307575
124,Chile,496,19357.473430000002,16.0,2010.0,17015.048,0.16425119694049645,0.02,55.151869999999995,0.20589465443666152,90.0,0.32,0.43,0.31,-0.15039072333333334,20.204179999999997,9.870833847665335,17.074016679578534
125,Chile,498,21141.977730000002,16.0,2012.0,17388.436999999998,0.16056072204764582,0.02,56.04375,0.19587824296480325,90.0,0.32,0.43,0.31,-0.15039072333333334,19.89787,9.95901580897454,16.379446997813496
126,Chile,499,21748.326090000002,16.0,2013.0,17575.833,0.15800519952596273,0.02,56.60252,0.18518789846584796,90.0,0.32,0.43,0.31,-0.15039072333333334,19.45468,9.98729207217584,15.625193161823722
127,Chile,500,21923.38642,16.0,2014.0,17762.647,0.15525602687482332,0.02,55.67199,0.18305425241760903,90.0,0.32,0.43,0.31,-0.15039072333333334,18.69256,9.99530921909311,15.473022648245577
128,Georgia,502,3184.3695199999997,1.0,1999.0,4801.695,0.1504524964621868,9.9,53.70992,0.5785832820325053,94.0,,,,-0.20345584200000003,40.16721,8.066009595506763,36.65205938881794
